match_id,start_time,win,hero_id,account_id,leaguename,kills,deaths,assists,gold,last_hits,denies,gold_per_min,xp_per_min,gold_spent,hero_damage,tower_damage,hero_healing,level,stuns,obs_placed,sen_placed,creeps_stacked,camps_stacked,rune_pickups,lane,lane_role,is_roaming,firstblood_claimed,teamfight_participation,towers_killed,roshans_killed
4143984224,1538251516,true,7,112250781,World Electronic Sports Games 2018-2019,3,10,20,2849,78,1,286,414,11410,13978,0,0,23,110.356,4,0,0,0,16,1,3,true,0,0.657143,0,0
4143984224,1538251516,true,59,87586992,World Electronic Sports Games 2018-2019,8,6,10,6765,318,18,501,530,18980,21835,845,0,25,0,0,1,0,0,4,2,2,,0,0.514286,0,0
4143984224,1538251516,true,9,130801103,World Electronic Sports Games 2018-2019,10,3,12,3601,431,10,627,638,33135,20171,3920,0,25,26.9035,0,0,1,1,12,1,3,,0,0.628571,1,2
4143984224,1538251516,true,113,89269794,World Electronic Sports Games 2018-2019,11,3,17,7795,646,10,868,622,40900,58160,7107,0,25,0,0,0,2,1,6,3,1,,1,0.8,4,1
4144067469,1538256202,false,90,112250781,World Electronic Sports Games 2018-2019,2,4,5,2103,178,4,340,334,12985,10878,14,3394,19,3.00854,2,1,10,4,10,1,3,,0,0.466667,0,0
4144067469,1538256202,false,92,87586992,World Electronic Sports Games 2018-2019,3,8,6,92,255,11,375,409,16135,11298,3388,0,21,22.4968,0,0,2,1,5,2,2,,0,0.533333,5,0
4144067469,1538256202,false,84,130801103,World Electronic Sports Games 2018-2019,6,6,5,187,190,29,423,467,19310,22422,159,0,23,61.6699,1,0,0,0,8,1,3,,0,0.733333,0,1
4144067469,1538256202,false,51,93552791,World Electronic Sports Games 2018-2019,2,7,8,572,38,29,200,222,9565,10704,141,0,15,30.9675,20,12,3,1,7,3,1,,0,0.666667,0,0
4144067469,1538256202,false,113,89269794,World Electronic Sports Games 2018-2019,1,6,8,3247,503,19,702,559,30495,23371,589,0,24,17.5598,0,0,2,2,3,3,1,,0,0.6,1,1
4144067469,1538256202,true,9,113331514,World Electronic Sports Games 2018-2019,7,4,18,6272,251,16,472,510,17150,23522,2508,268,24,38.0413,0,0,0,0,7,3,3,,1,0.806452,0,0
4144067469,1538256202,true,1,175463659,World Electronic Sports Games 2018-2019,14,2,8,5928,610,14,846,803,35825,32480,9449,0,25,24.1535,0,1,2,1,11,1,1,,0,0.709677,5,0
4144067469,1538256202,true,40,132739889,World Electronic Sports Games 2018-2019,2,2,20,6904,318,11,574,558,21510,23480,2090,1603,24,0,0,0,3,1,6,2,2,,0,0.709677,2,0
